item_id	text_eng	desc_eng	desc2_eng	text_jpn	desc_jpn	desc2_jpn	text_chs	desc_chs	desc2_chs	text_cht	desc_cht	desc2_cht	text_deu	desc_deu	desc2_deu	text_fra	desc_fra	desc2_fra	text_kor	desc_kor	desc2_kor	text_rus	desc_rus	desc2_rus	text_spa	desc_spa	desc2_spa	imageNo	min_rarity	max_level	wep	arm	acc	atk	heal	supEne	supPar	grade_min_value	grade_max_value	lv_min_rand_range_min	lv_min_rand_range_max	lv_max_rand_range_min	lv_max_rand_range_max	trait_base	hash	item_trait_table_tag	fire	ice	bolt	air	no_level	combo_1	combo_2	combo_3	combo_4	disp_flag
ITEM_TRAIT_TRAIT_031	Paralysis Cure	Cures Paralysis.		麻痺治癒	アイテム使用時に、対象の麻痺を治療		治疗麻痹	使用道具时，治疗目标的麻痹。		治療麻痺	使用道具時，治療目標的麻痺。		Lähmungs-Heilung	Heilt Lähmung.		Guérison de Paralysie	Guérit Paralysie.		마비 치유	아이템 사용 시, 대상의 마비를 치료한다		Излечение паралича	Лечит паралич.		Antiparalizador	Cura la parálisis.		1402	1	1					True		True	3	3	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['ITEM_SUB_ITM_CURE_STATUS', '', '', '']	['STATUS_BAD_PARALYSIS', '', '', '']	4			True		True					1
ITEM_TRAIT_TRAIT_032	Restraints Cure	Cures Restraints.		束縛治癒	アイテム使用時に、対象の束縛を治療		治疗束缚	使用道具时，治疗目标的束缚。		治療束縛	使用道具時，治療目標的束縛。		Fesselungs-Heilung	Heilt Fesselung.		Guérison de Entraves	Guérit Entraves.		속박 치유	아이템 사용 시, 대상의 속박을 치료한다		Излечение пут	Лечит путы.		Romper ataduras	Cura las ataduras.		1402	1	1					True		True	3	3	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['ITEM_SUB_ITM_CURE_STATUS', '', '', '']	['STATUS_BAD_SNARE', '', '', '']	5			True		True					1
ITEM_TRAIT_TRAIT_033	Frostbite Cure	Cures Frostbite.		凍傷治癒	アイテム使用時に、対象の凍傷を治療		治疗冻伤	使用道具时，治疗目标的冻伤。		治療凍傷	使用道具時，治療目標的凍傷。		Frostbeulen-Heilung	Heilt Frostbeulen.		Guérison de Gelures	Guérit Gelures.		동상 치유	아이템 사용 시, 대상의 동상을 치료한다		Излечение обморожения	Лечит обморожение.		Anticongelante	Cura la congelación.		1402	1	1					True		True	3	3	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['ITEM_SUB_ITM_CURE_STATUS', '', '', '']	['STATUS_BAD_FROSTBITE', '', '', '']	5		True			True					1
ITEM_TRAIT_TRAIT_034	Curse Cure	Cures Curse.		呪い治癒	アイテム使用時に、対象の呪いを治療		治疗诅咒	使用道具时，治疗目标的诅咒。		治療詛咒	使用道具時，治療目標的詛咒。		Fluch-Heilung	Heilt Fluch.		Guérison de Malédiction	Guérit Malédiction.		저주 치유	아이템 사용 시, 대상의 저주를 치료한다		Излечение проклятья	Лечит проклятие.		Antimaldición	Cura la maldición.		1402	1	1					True		True	3	3	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['ITEM_SUB_ITM_CURE_STATUS', '', '', '']	['STATUS_BAD_CURSE', '', '', '']	5	True				True					1
ITEM_TRAIT_TRAIT_035	SE Recovery	Cures [Rank x 1] status effect(s).		状態異常回復	アイテム使用時に、対象の状態異常を RANK×1種治療		恢复异常状态	使用道具时，治疗目标 RANK×1 种异常状态。		回復異常狀態	使用道具時，治療目標 RANK×1 種異常狀態。		SE-Genesung	Heilt [Rang x 1]-Statuseffekt(e).		Récupération ÉA	Guérit un nombre d'états anormaux équivalent à [Rang x 1 type d'état].		상태이상 회복	아이템 사용 시, 대상의 상태이상을RANK×1종 치료한다		Излечение ЭС	Излечивает случайные эффекты состояния в количестве [ранг x 1].		Recuperación de EE	Cura [Rango x1] efecto(s) de estado.		1402	0	6					True		True	100	100	[1, 0, 0, 0]	[1, 0, 0, 0]	[6, 0, 0, 0]	[6, 0, 0, 0]	['ITEM_SUB_ITM_CURE_BAD_STATUS_MULTIPLE', '', '', '']	['', '', '', '']	26	True					Poison Cure	Burns Cure	Frostbite Cure	Paralysis Cure	1
ITEM_TRAIT_TRAIT_036	ATK & DEF Boost	Boosts ATK and DEF by [Rank x 5].		攻防上昇	攻撃力と防御力が RANK×5 上昇		攻防提升	攻击力与防御力提升 RANK×5。		攻防上升	攻擊力與防禦力上升 RANK×5。		ANG- & VRT-Verbesserung	Erhöht ANG und VRT um [Rang x 5].		Boost ATQ et DÉF	Augmente l'ATQ et la DÉF de Rang x 5.		공방 상승	공격력과 방어력이 RANK×5 상승한다		Повышение АТК и ЗЩТ	Увеличивает АТК и ЗЩТ на [ранг x 5].		Potenciador de ATQ y DEF	Potencia el ATQ y la DEF en [Rango x5].		1402	0	6	True	True						100	100	[5, 5, 0, 0]	[5, 5, 0, 0]	[30, 30, 0, 0]	[30, 30, 0, 0]	['ITEM_SUB_EQI_CHANGE_ATTACK', 'ITEM_SUB_EQI_CHANGE_DEFENSE', '', '']	['', '', '', '']	27	True					ATK Up	ATK Up	DEF Up	DEF Up	1
ITEM_TRAIT_TRAIT_037	DEF & SPD Boost	Boosts DEF and SPD by [Rank x 5].		防速上昇	防御力と素早さが RANK×5 上昇		防速提升	防御力与敏捷提升 RANK×5。		防速上升	防禦力與敏捷上升 RANK×5。		VRT- & TMP-Verbesserung	Erhöht VRT und TMP um [Rang x 5].		Boost DÉF et VIT	Augmente la DÉF et la VIT de Rang x 5.		방속 상승	방어력과 민첩성이 RANK×5 상승한다		Повышение ЗЩТ и СКР	Увеличивает ЗЩТ и СКР на [ранг x 5].		Potenciador de DEF y VEL	Potencia la DEF y la VEL en [Rango x5].		1402	0	6		True	True					100	100	[5, 5, 0, 0]	[5, 5, 0, 0]	[30, 30, 0, 0]	[30, 30, 0, 0]	['ITEM_SUB_EQI_CHANGE_DEFENSE', 'ITEM_SUB_EQI_CHANGE_SPEED', '', '']	['', '', '', '']	28		True				DEF Up	DEF Up	SPD Up	SPD Up	1
ITEM_TRAIT_TRAIT_038	ATK & SPD Boost	Boosts ATK and SPD by [Rank x 5].		攻速上昇	攻撃力と素早さが RANK×5 上昇		攻速提升	攻击力与敏捷提升 RANK×5。		攻速上升	攻擊力與敏捷上升 RANK×5。		ANG- & TMP-Verbesserung	Erhöht ANG und TMP um [Rang x 5].		Boost ATQ et VIT	Augmente l'ATQ et la VIT de Rang x 5.		공속 상승	공격력과 민첩성이 RANK×5 상승한다		Повышение АТК и СКР	Увеличивает АТК и СКР на [ранг x 5].		Potenciador de ATQ y VEL	Potencia el ATQ y la VEL en [Rango x5].		1402	0	6	True		True					100	100	[5, 5, 0, 0]	[5, 5, 0, 0]	[30, 30, 0, 0]	[30, 30, 0, 0]	['ITEM_SUB_EQI_CHANGE_ATTACK', 'ITEM_SUB_EQI_CHANGE_SPEED', '', '']	['', '', '', '']	29				True		ATK Up	ATK Up	SPD Up	SPD Up	1
ITEM_TRAIT_TRAIT_039	HP Regeneration	Continuously heals [Rank x 5]% of HP for a set amount of time.		HP継続回復	対象のHPが RANK×5％ 一定時間継続回復する効果を付与		持续恢复HP	赋予目标在一定时间内，HP持续恢复 RANK×5% 的效果。		持續回復HP	賦予目標在一定時間內，持續回復 RANK×5% 的HP的效果。		LP-Regeneration	Heilt während eines bestimmten Zeitraums durchgängig [Rang x 5] % LP.		Régénération de PV	Guérit en continu [Rang x 5] % de PV durant un temps donné.		HP지속회복	일정시간 동안대상의 HP가 RANK×5%만큼지속회복을 하는 효과를 부여한다		Восстановление ОЗ	Непрерывно восстанавливает [ранг x 5]% ОЗ в течение заданного времени.		Regeneración de PS	Cura constantemente un [Rango x5] % de PS durante cierto tiempo.		1402	0	6					True		True	4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_ADD_GOOD_STATUS', '', '', '']	['STATUS_GOOD_AUTO_HEAL', '', '', '']	2		True								1
ITEM_TRAIT_TRAIT_040	Reduce ATK	Reduces target's ATK by [Rank x 5]% for a set amount of time.		攻撃力低下	対象の攻撃力を一定時間 RANK×5％ 低下		攻击力下降	目标攻击力在一定时间内下降 RANK×5%。		攻擊力下降	使目標的攻擊力在一定時間內下降 RANK×5%。		ANG reduzieren	Reduziert während eines bestimmten Zeitraums den ANG des Ziels um [Rang x 5] %.		Réduire ATQ	Réduit l'ATQ de la cible de [Rang x 5] % durant un temps donné.		공격력 저하	일정시간 동안대상의 공격력을 RANK×5% 저하시킨다		Снижение АТК	Снижает АТК цели на [ранг x 5]% на заданное время.		Reducir ATQ	Reduce un [Rango x5] % el ATQ del objetivo durante cierto tiempo.		1402	0	6				True		True		3	8	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_ADD_DEBUFF', '', '', '']	['STATUS_DEBUFF_ATK', '', '', '']	7	True									1
ITEM_TRAIT_TRAIT_041	Reduce DEF	Reduces target's DEF by [Rank x 5]% for a set amount of time.		防御力低下	対象の防御力を一定時間 RANK×5％ 低下		防御力下降	目标防御力在一定时间内下降 RANK×5%。		防禦力下降	使目標的防禦力在一定時間內下降 RANK×5%。		VRT reduzieren	Reduziert während eines bestimmten Zeitraums die VRT des Ziels um [Rang x 5] %.		Réduire DÉF	Réduit la DÉF de la cible de [Rang x 5] % durant un temps donné.		방어력 저하	일정시간 동안대상의 방어력을 RANK×5% 저하시킨다		Снижение ЗЩТ	Снижает ЗЩТ цели на [ранг x 5]% на заданное время.		Reducir DEF	Reduce un [Rango x5] % la DEF del objetivo durante cierto tiempo.		1402	0	6				True		True		3	8	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_ADD_DEBUFF', '', '', '']	['STATUS_DEBUFF_DEF', '', '', '']	7		True								1
ITEM_TRAIT_TRAIT_042	Reduce SPD	Reduces target's SPD by [Rank x 5]% for a set amount of time.		素早さ低下	対象の素早さを一定時間 RANK×5％ 低下		敏捷下降	目标的敏捷在一定时间内下降 RANK×5%。		敏捷下降	使目標的敏捷在一定時間內下降 RANK×5%。		TMP reduzieren	Reduziert während eines bestimmten Zeitraums das TMP des Ziels um [Rang x 5] %.		Réduire VIT	Réduit la VIT de la cible de [Rang x 5] % durant un temps donné.		민첩성 저하	일정시간 동안대상의 민첩성을 RANK×5% 저하시킨다		Снижение СКР	Снижает СКР цели на [ранг x 5]% на заданное время.		Reducir VEL	Reduce un [Rango x5] % la VEL del objetivo durante cierto tiempo.		1402	0	6				True		True		3	8	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_ADD_DEBUFF', '', '', '']	['STATUS_DEBUFF_SPD', '', '', '']	7				True						1
ITEM_TRAIT_TRAIT_043																												1402	0											[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_044																												1402	0											[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_045																												1402	0											[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_046																												1402	0											[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_047	Enhance Fire Damage	Increases fire damage by [Rank x 5]%.		火ダメージ強化	与える火属性のダメージが RANK ×5％ 上昇		火伤害强化	所造成的火属性伤害提升 RANK×5%。		強化火傷害	給予的火屬性傷害上升 RANK×5%。		Feuerschaden verstärken	Erhöht Feuerschaden um [Rang x 5] %.		Dégâts de feu augmentés	Augmente les dégâts de feu de [Rang x 5] %.		화 대미지 강화	주는 화속성 대미지가 RANK×5% 상승한다		Повышение урона огнем	Повышает урон огнем на [ранг x 5]%.		Mejorar daño de fuego	Aumenta un [Rango x5] % el daño de fuego.		1402	0	6				True				3	8	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_ADD_ATTRIBUTE_DAMAGE', '', '', '']	['ATT_FIRE', '', '', '']	6	True									1
ITEM_TRAIT_TRAIT_048	Enhance Ice Damage	Increases ice damage by [Rank x 5]%.		氷ダメージ強化	与える氷属性のダメージが RANK ×5％ 上昇		冰伤害强化	所造成的冰属性伤害提升 RANK×5%。		強化冰傷害	給予的冰屬性傷害上升 RANK×5%。		Eisschaden verstärken	Erhöht Eisschaden um [Rang x 5] %.		Dégâts de glace augmentés	Augmente les dégâts de glace de [Rang x 5] %.		빙 대미지 강화	주는 빙속성 대미지가 RANK×5% 상승한다		Повышение урона льдом	Повышает урон льдом на [ранг x 5]%.		Mejorar daño de hielo	Aumenta un [Rango x5] % el daño de hielo.		1402	0	6				True				3	8	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_ADD_ATTRIBUTE_DAMAGE', '', '', '']	['ATT_ICE', '', '', '']	6		True								1
ITEM_TRAIT_TRAIT_049	Enhance Bolt Damage	Increases bolt damage by [Rank x 5]%.		雷ダメージ強化	与える雷属性のダメージが RANK ×5％ 上昇		雷伤害强化	所造成的雷属性伤害提升 RANK×5%。		強化雷傷害	給予的雷屬性傷害上升 RANK×5%。		Elektroschaden verstärken	Erhöht Elektroschaden um [Rang x 5] %.		Dégâts de foudre augmentés	Augmente les dégâts de foudre de [Rang x 5] %.		뇌 대미지 강화	주는 뇌속성 대미지가 RANK×5% 상승한다		Повышение урона молнией	Повышает урон молнией на [ранг x 5]%.		Mejorar daño de rayo	Aumenta un [Rango x5] % el daño de rayo.		1402	0	6				True				3	8	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_ADD_ATTRIBUTE_DAMAGE', '', '', '']	['ATT_THUN', '', '', '']	6			True							1
ITEM_TRAIT_TRAIT_050	Enhance Air Damage	Increases air damage by [Rank x 5]%.		風ダメージ強化	与える風属性のダメージが RANK ×5％ 上昇		风伤害强化	所造成的风属性伤害提升 RANK×5%。		強化風傷害	給予的風屬性傷害上升 RANK×5%。		Luftschaden verstärken	Erhöht Luftschaden um [Rang x 5] %.		Dégâts d'air augmentés	Augmente les dégâts d'air de [Rang x 5] %.		풍 대미지 강화	주는 풍속성 대미지가 RANK×5% 상승한다		Повышение урона воздухом	Повышает урон воздухом на [ранг x 5]%.		Mejorar daño de aire	Aumenta un [Rango x5] % el daño de aire.		1402	0	6				True				3	8	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_ADD_ATTRIBUTE_DAMAGE', '', '', '']	['ATT_WIND', '', '', '']	6				True						1
ITEM_TRAIT_TRAIT_051	Puni Slayer	Increases damage dealt to Puni-type monsters by [Rank x 5]%.	Reduces damage received from Puni-type monsters by [Rank x 3]%.	ぷに特攻	ぷに系のモンスターに対するダメージを RANK×5％上昇させる	ぷに系モンスターからの被ダメージをRANK×3％軽減	噗尼特攻	对噗尼类魔物的伤害提升 RANK×5%。	噗尼类魔物造成的伤害减轻 RANK×3%。	噗尼特攻	對噗尼類魔物的傷害上升 RANK×5%。	噗尼類魔物造成的傷害減輕 RANK×3%。	Puni-Jäger	Erhöht den Schaden bei Monstern des Puni-Typs um [Rang x 5] %.	Reduziert den von Monstern des Puni-Typs erlittenen Schaden um [Rang x 3] %.	Fléau des Punis	Augmente de [Rang x 5] % les dégâts infligés aux Punis.	Réduit de [Rang x 3] % les dégâts infligés par les Punis.	푸니 특공	푸니계 몬스터에게 주는 대미지가RANK×5% 상승한다	푸니계 몬스터에게서 받는 대미지를RANK×3% 경감시킨다	Истребитель пуни	Увеличивает урон, наносимый чудовищам типа «Пуни», на [ранг x 5]%.	Уменьшает урон, получаемый от чудовищ типа «Пуни», на [ранг x 3]%.	Matapunis	Aumenta un [Rango x5] % el daño infligido a los monstruos de tipo Puni.	Reduce un [Rango x3] % el daño recibido de los monstruos de tipo Puni.	1402	0	6	True							4	9	[5, 0, 3, 0]	[5, 0, 3, 0]	[30, 0, 18, 0]	[30, 0, 18, 0]	['ITEM_SUB_EQI_RACE_DAMAGE_UP', '', 'ITEM_SUB_EQI_RACE_DAMAGE_DOWN', '']	['MONSTER_RACE_PUNI', '', 'MONSTER_RACE_PUNI', '']	8		True								1
ITEM_TRAIT_TRAIT_052	Wolf Slayer	Increases damage dealt to Wolf-type monsters by [Rank x 5]%.	Reduces damage received from Wolf-type monsters by [Rank x 3]%.	ウルフ特攻	ウルフ系のモンスターに対するダメージを RANK×5％上昇させる	ウルフ系モンスターからの被ダメージをRANK×3％軽減	狼特攻	对狼类魔物的伤害提升 RANK×5%。	狼类魔物造成的伤害减轻 RANK×3%。	狼特攻	對狼類魔物的傷害上升 RANK×5%。	狼類魔物造成的傷害減輕 RANK×3%。	Wolf-Jäger	Erhöht den Schaden bei Monstern des Wolf-Typs um [Rang x 5] %.	Reduziert den von Monstern des Wolf-Typs erlittenen Schaden um [Rang x 3] %.	Fléau des loups	Augmente de [Rang x 5] % les dégâts infligés aux loups.	Réduit de [Rang x 3] % les dégâts infligés par les loups.	울프 특공	울프계 몬스터에게 주는 대미지가RANK×5% 상승한다	울프계 몬스터에게서 받는 대미지를RANK×3% 경감시킨다	Истребитель волков	Увеличивает урон, наносимый чудовищам типа «Волк», на [ранг x 5]%.	Уменьшает урон, получаемый от чудовищ типа «Волк», на [ранг x 3]%.	Matalobos	Aumenta un [Rango x5] % el daño infligido a los monstruos de tipo Lobo.	Reduce un [Rango x3] % el daño recibido de los monstruos de tipo Lobo.	1402	0	6	True							4	9	[5, 0, 3, 0]	[5, 0, 3, 0]	[30, 0, 18, 0]	[30, 0, 18, 0]	['ITEM_SUB_EQI_RACE_DAMAGE_UP', '', 'ITEM_SUB_EQI_RACE_DAMAGE_DOWN', '']	['MONSTER_RACE_EWOLF', '', 'MONSTER_RACE_EWOLF', '']	8	True									1
ITEM_TRAIT_TRAIT_053	Salamander Slayer	Increases damage dealt to Salamander-type monsters by [Rank x 5]%.	Reduces damage received from Salamander-type monsters by [Rank x 3]%.	ウーパ特攻	ウーパ系のモンスターに対するダメージを RANK×5％上昇させる	ウーパ系モンスターからの被ダメージをRANK×3％軽減	蝾螈特攻	对蝾螈类魔物的伤害提升 RANK×5%。	蝾螈类魔物造成的伤害减轻 RANK×3%。	蠑螈特攻	對蠑螈類魔物的傷害上升 RANK×5%。	蠑螈類魔物造成的傷害減輕 RANK×3%。	Salamander-Jäger	Erhöht den Schaden bei Monstern des Salamander-Typs um [Rang x 5] %.	Reduziert den von Monstern des Salamander-Typs erlittenen Schaden um [Rang x 3] %.	Fléau des salamandres	Augmente de [Rang x 5] % les dégâts infligés aux salamandres.	Réduit de [Rang x 3] % les dégâts infligés par les salamandres.	우파 특공	우파계 몬스터에게 주는 대미지가RANK×5% 상승한다	우파계 몬스터에게서 받는 대미지를RANK×3% 경감시킨다	Истребитель саламандр	Увеличивает урон, наносимый чудовищам типа «Саламандра», на [ранг x 5]%.	Уменьшает урон, получаемый от чудовищ типа «Саламандра», на [ранг x 3]%.	Matasalamandras	Aumenta un [Rango x5] % el daño infligido a los monstruos de tipo Salamandra.	Reduce un [Rango x3] % el daño recibido de los monstruos de tipo Salamandra.	1402	0	6	True							4	9	[5, 0, 3, 0]	[5, 0, 3, 0]	[30, 0, 18, 0]	[30, 0, 18, 0]	['ITEM_SUB_EQI_RACE_DAMAGE_UP', '', 'ITEM_SUB_EQI_RACE_DAMAGE_DOWN', '']	['MONSTER_RACE_WOOPER', '', 'MONSTER_RACE_WOOPER', '']	8			True							1
