text_ENG	Race	Number	Number2	ElemRes1	ElemRes2	ElemRes3	ElemRes4	ElemRes5	ElemRes6	AilRes1	AilRes2	AilRes3	AilRes4	AilRes5	AilRes6	AilRes7	AilRes8	DropReward0	DropReward1	DropReward2	DropReward3	DropReward4	DropGift0	DropGift1	DropGift2	DropGift3	DropGift4	text_JPN	text_CHS	text_CHT	text_KOR	FlavorText	EnemyLibraryInfoId
Precious Puni	Puni	[2, 2, 10, 8]	510	0	0	50	50	50	50	100	50	50	50	0	0	50	50	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 1539045475, 'TraitId2': 0, 'ItemId': 202537561, 'ItemName': 'Silver Puniball', 'TraitName1': 'Puni'}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1502820116, 'ItemName': 'Ashen Sand', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1877818421, 'ItemName': 'Regicite', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1340797831, 'ItemName': 'Tíkometal', 'GradeMin': 1, 'GradeMax': 20}							プレシャスぷに	珍奇噗尼	珍奇噗尼	프레셔스 푸니	"{'flavor1': {'text_ENG': 'The Precious Puni. Long ago, it was worshiped as a benevolent fortune-bringing Puni.', 'text_JPN': '「プレシャスぷに。その昔、とてもありがたい\n\u3000ぷにとして崇められていた時代もあるんだ」', 'text_CHT': '「是珍奇噗尼耶，古人覺得這種噗尼\n\u3000非常珍貴，所以很崇拜牠哦。」', 'text_CHS': '“是珍奇噗尼啊，古人觉得这种噗尼\n\u3000非常珍贵，所以很崇拜它哦。”', 'text_KOR': '「프레셔스 푸니. 옛날에 무척 성스러운\n 푸니로 추앙받던 시절도 있었어」'}, 'char1': 'El', 'flavor2': {'text_ENG': 'I thought that was just a story. Is it really true?', 'text_JPN': '「聞いたことがあるが、事実だったのか」', 'text_CHT': '「我聽說過古人很崇拜牠，原來是真的啊。」', 'text_CHS': '“我听说过古人很崇拜它，原来是真的啊。”', 'text_KOR': '「들은 적이 있는데 사실이었나」'}, 'char2': 'Randolf', 'flavor3': {'text_ENG': ""I'm more curious about how the whole worship thing started."", 'text_JPN': '「なんでそうなったのかが気になるんだけど？」', 'text_CHT': '「我倒是很好奇牠為什麼長這樣？」', 'text_CHS': '“我倒是很好奇它为什么长这样？”', 'text_KOR': '「왜 그랬는지 궁금한데?」'}, 'char3': 'Wilbell'}"	2058827186
		[1, 2, 8, 7]	14																														2009821721
		[3, 3, 10, 9]	511																														2050695430
Gold Puni	Puni	[1, 2, 8, 7]	15	50	50	0	0	0	0	50	0	0	0	0	50	0	0	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 1770887905, 'TraitId2': 0, 'ItemId': 1729414894, 'ItemName': 'Gold Puniball', 'TraitName1': 'Golden Glow'}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 174236913, 'ItemName': 'Goldinite', 'GradeMin': 1, 'GradeMax': 20}		{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 643238484, 'ItemName': 'Gunpowder Base', 'GradeMin': 1, 'GradeMax': 20}							ゴールドぷに	金噗尼	金噗尼	골드 푸니	"{'flavor1': {'text_ENG': ""Are these real gold? Maybe if we gathered a bunch of them, we could use them to supplement the town's funds."", 'text_JPN': '「あれって本物の金なのでしょうか？\n\u3000集めれば復興の資金源になるのでは？」', 'text_CHT': '「這種噗尼會是真金嗎？\n\u3000那多抓幾隻就不愁沒錢復興城鎮了吧？」', 'text_CHS': '“那是真的金子吗？\n\u3000那多抓几只岂不是就有钱复兴城镇了？”', 'text_KOR': '「저건 진짜 금일까요?\n 모으면 부흥의 자금원이 되는 게?」'}, 'char1': 'Corneria', 'flavor2': {'text_ENG': 'For sure. Only problem is, gathering enough to actually be useful would take forever ...', 'text_JPN': '「なるね。間違いなく。\n\u3000ただ、そこまで集めるのが大変かなぁ……」', 'text_CHT': '「嗯，肯定財源滾滾。\n\u3000不過，要抓到足夠的數量恐怕沒那麼簡單……」', 'text_CHS': '“行是行得通。\n\u3000但要抓那么多可不简单吧……”', 'text_KOR': '「틀림없이 되겠지. 다만, 거기까지\n 모으는 건 힘드려나…」'}, 'char2': 'Rias'}"	1761629260
Shining Puni	Puni	[3, 3, 10, 9]	512	50	50	0	0	0	0	50	0	0	0	0	50	0	0	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 1770887905, 'TraitId2': 0, 'ItemId': 1729414894, 'ItemName': 'Gold Puniball', 'TraitName1': 'Golden Glow'}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 643238484, 'ItemName': 'Gunpowder Base', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 740285902, 'ItemName': 'Unknown Augite', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 127808194, 'ItemName': 'Guardian Armor', 'GradeMin': 1, 'GradeMax': 20}							シャイニングぷに	发光噗尼	發光噗尼	샤이닝 푸니	"{'flavor1': {'text_ENG': ""Whoa! What's with this blindingly bright Puni?!"", 'text_JPN': '「眩しっ！？\u3000何この眩しいぷには！！」', 'text_CHT': '「好亮！！這噗尼怎麼這麼耀眼！？」', 'text_CHS': '“好亮！！这噗尼怎么这么耀眼？！”', 'text_KOR': '「눈부셔?! 뭐야, 이 눈부신 푸니는!!」'}, 'char1': 'Resna', 'flavor2': {'text_ENG': ""It'd be nice to have a friendly one of these around to use as a night-light."", 'text_JPN': '「明かりがほしい夜に、友好的なこの子が\n\u3000いてくれたら助かりますね」', 'text_CHT': '「這種噗尼很友善，晚上需要燈光時，\n\u3000有牠在就不必煩惱了。」', 'text_CHS': '“这种噗尼很友善，晚上需要灯光时，\n\u3000有它在就不必烦恼了。”', 'text_KOR': '「불빛이 필요한 밤에 우호적인\n 이 아이가 있으면 편하겠네요」'}, 'char2': 'Ayesha', 'flavor3': {'text_ENG': 'Pretty sure a lamp would be way more convenient ...', 'text_JPN': '「魔物じゃなくてランプでいいだろ……」', 'text_CHT': '「點燈就好了吧，何必靠魔物……」', 'text_CHS': '“用灯不就行了，何必靠魔物……”', 'text_KOR': '「몬스터가 아니라 램프면 되잖아…」'}, 'char3': 'Logy'}"	1260264153
		[1, 3, 8, 8]	16																														1581085410
		[5, 5, 10, 9]	513																														1292839283
Giant Weasel	Weasel	[1, 1, 2, 1]	17	0	0	-50	0	0	-25	0	-25	0	-50	0	0	-25	0	{'LevelMin': 1, 'LevelMax': 5, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 789742580, 'ItemName': 'Animal Hide', 'GradeMin': 1, 'GradeMax': 8}	{'LevelMin': 1, 'LevelMax': 5, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 929672413, 'ItemName': 'Tough Bone', 'GradeMin': 1, 'GradeMax': 8}	{'LevelMin': 1, 'LevelMax': 5, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1912684169, 'ItemName': 'Beast Meat', 'GradeMin': 1, 'GradeMax': 8}	{'LevelMin': 1, 'LevelMax': 5, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2062748672, 'ItemName': 'Fine Pelt', 'GradeMin': 1, 'GradeMax': 8}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 862042001, 'ItemName': 'Altus - Fiery Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1604245495, 'ItemName': 'Altus - Crimson Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 81819358, 'ItemName': 'Altus - Crimson Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 960734910, 'ItemName': 'Altus - Crimson Glow'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 63060165, 'ItemName': 'Altus - Crimson Amethyst'}	オオイタチ	大鼬	大鼬	왕족제비	"{'flavor1': {'text_ENG': ""These guys are so cute, it's hard to fight them. When they look at me with those big round eyes I just ... hngh! You know?"", 'text_JPN': '「この子かわいいから戦うときに\n\u3000つぶらな瞳で見られると……うぅっ！！」', 'text_CHT': '「牠好可愛！對戰的時候，\n\u3000被那水靈靈的眼睛一盯……唔！」', 'text_CHS': '“它太可爱了，所以对战的时候，\n\u3000只要被那水灵灵的眼睛一盯……唔！”', 'text_KOR': '「이 아이, 귀여우니까 싸울 때 귀엽고\n 동그란 눈으로 바라보면… 으윽!!」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'At times like those, just close your eyes and toss a bomb their way.', 'text_JPN': '「そういう時は目を瞑ってフラムを……」', 'text_CHT': '「這時候就要閉上眼睛，使出炎燒……」', 'text_CHS': '“遇到这种情况就应该闭上眼睛，使出炎烧……”', 'text_KOR': '「그럴 때는 눈을 감고 프람을…」'}, 'char2': 'Totori', 'flavor3': {'text_ENG': ""That's a veteran adventurer for you ... Talk about merciless."", 'text_JPN': '「さすが歴戦の冒険者だ……容赦がないな」', 'text_CHT': '「不愧是身經百戰的冒險者……真狠得下心。」', 'text_CHS': '“不愧是身经百战的冒险者……真狠得下心啊。”', 'text_KOR': '「역시 역전의 모험가군… 가차 없네」'}, 'char3': 'Slade'}"	161471382
Weasel Mother	Weasel	[7, 3, 6, 8]	514	0	0	-50	0	0	-25	0	-25	0	-50	0	0	-25	0	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1497826300, 'ItemName': 'Fresh Meat', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 929672413, 'ItemName': 'Tough Bone', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 789742580, 'ItemName': 'Animal Hide', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2062748672, 'ItemName': 'Fine Pelt', 'GradeMin': 1, 'GradeMax': 12}							オオイタチマザー	大鼬妈妈	大鼬媽媽	어미 왕족제비	{'flavor1': {'text_ENG': 'Looks like this monster has kids. Young ones, at that ...', 'text_JPN': '「この魔物、子供がいるみたいです。\n\u3000それも、まだ小さい子供たちが」', 'text_CHT': '「這魔物似乎有孩子，\n\u3000而且還是小小孩。」', 'text_CHS': '“这魔物似乎有孩子，\n\u3000而且还非常小。”', 'text_KOR': '「이 몬스터, 아이가 있나 봐요.\n 그것도 아직 어린 아이들이…」'}, 'char1': 'Totori', 'flavor2': {'text_ENG': 'Hearing that makes me not want to fight it ...', 'text_JPN': '「そんな話を聞いたら、戦い難くなるな……」', 'text_CHT': '「知道牠有小孩，我實在是下不了手……」', 'text_CHS': '“知道它有小孩，我实在是下不了手……”', 'text_KOR': '「그 이야기를 들었더니 싸우기가 좀…」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': 'Maybe we can just knock it out.', 'text_JPN': '「気絶させるくらいで済ませたいですね」', 'text_CHT': '「那把牠弄暈就好了吧？」', 'text_CHS': '“那把它弄晕就好了吧？”', 'text_KOR': '「기절시키는 정도로 끝내고 싶네요」'}, 'char3': 'Firis'}	1631194143
		[1, 1, 2, 1]	18																														891551485
		[5, 3, 5, 3]	19																														1047023488
Bluefin	Weasel	[2, 2, 2, 2]	20	-25	0	-25	25	-50	25	-25	25	-50	-25	0	0	25	25	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 789742580, 'ItemName': 'Animal Hide', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 929672413, 'ItemName': 'Tough Bone', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1605445774, 'ItemName': 'Fureshumere', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1665656226, 'ItemName': 'Living Fossil', 'GradeMin': 1, 'GradeMax': 10}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 113500809, 'ItemName': 'Altus - Deep Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 580264211, 'ItemName': 'Altus - Azure Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1291552816, 'ItemName': 'Altus - Azure Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 565416004, 'ItemName': 'Altus - Azure Glow'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 456265277, 'ItemName': 'Altus - Azure Amethyst'}	ブルーフィン	蓝鳍鼬	藍鰭鼬	블루핀	"{'flavor1': {'text_ENG': ""They say these guys are cowardly, so they're quick to run away."", 'text_JPN': '「臆病な性格だから逃げ足が速いんだって」', 'text_CHT': '「聽說牠性格膽小，所以溜得特別快。」', 'text_CHS': '“听说它们胆子很小，所以溜得特别快。”', 'text_KOR': '「겁이 많아서 도망치는 속도가 빠르대」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'Cowardly? But when I tried to pet one the other day, it bit me!', 'text_JPN': '「臆病？\u3000この前こいつを撫でてやろうとしたら\n\u3000噛まれたんだけど！」', 'text_CHT': '「膽小？\n\u3000之前我要摸牠，還被牠咬耶！」', 'text_CHS': '“胆小？\n\u3000之前我要摸它，还被咬了呢！”', 'text_KOR': '「겁이 많다고? 저번에 쓰다듬어주려다\n 물렸는데!」'}, 'char2': 'El', 'flavor3': {'text_ENG': 'Guess that means they feel strong compared to you ...', 'text_JPN': '「思いっきりなめられてるな……」', 'text_CHT': '「可見牠多瞧不起妳……」', 'text_CHS': '“可见它有多瞧不起你……”', 'text_KOR': '「완전히 얕잡아 보였나 보군…」'}, 'char3': 'Slade'}"	2077244791
		[2, 2, 3, 3]	21																														1266420814
		[5, 5, 5, 5]	22																														790216307
Hide Stalker	Weasel	[3, 3, 3, 3]	23	50	0	-25	-50	0	50	50	50	0	-25	0	0	50	-50	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 789742580, 'ItemName': 'Animal Hide', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1605445774, 'ItemName': 'Fureshumere', 'GradeMin': 1, 'GradeMax': 17}		{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2062748672, 'ItemName': 'Fine Pelt', 'GradeMin': 1, 'GradeMax': 17}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1981762750, 'ItemName': 'Altus - Verdant Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1774877220, 'ItemName': 'Altus - Jade Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1465302760, 'ItemName': 'Altus - Jade Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1065912040, 'ItemName': 'Altus - Jade Glow'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 84482193, 'ItemName': 'Altus - Jade Amethyst'}	ハイドストーカー	暗地追踪者	暗地追跡者	하이드 스토커	"{'flavor1': {'text_ENG': ""Whoa, it's huge! But also super cute!"", 'text_JPN': '「わっ、大きい！\u3000けどなんかカワイイ！！」', 'text_CHT': '「哇，好大！但是好可愛！！」', 'text_CHS': '“哇，好大！但是好可爱！！”', 'text_KOR': '「와, 크다! 그런데 왠지 귀여운걸!!」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""It might look like a big, cuddly stuffed animal, but it's quite the ferocious beast. Stay on your guard."", 'text_JPN': '「大きいぬいぐるみっぽいけど、そいつ結構\n\u3000獰猛だから気を付けてね」', 'text_CHT': '「牠長得像個大玩偶，\n\u3000性格卻很凶猛，要小心喔。」', 'text_CHS': '“它长得像个大玩偶，\n\u3000性情却很凶猛，要小心哦。”', 'text_KOR': '「커다란 인형처럼 보이지만,\n 꽤 사나우니까 조심해야 해」'}, 'char2': 'Ryza', 'flavor3': {'text_ENG': 'Man, I sure wish there was a way to befriend it.', 'text_JPN': '「懐かせることができれば嬉しいんだけどなあ」', 'text_CHT': '「希望牠會願意親近我們。」', 'text_CHS': '“希望它会愿意亲近我们。”', 'text_KOR': '「친하게 지낼 수 있으면 좋겠는데 말이야」'}, 'char3': 'Vayne'}"	495441461
		[3, 5, 3, 3]	24																														1880438875
Savage Assassin	Weasel	[8, 6, 7, 9]	515	50	0	-25	-50	0	50	50	50	0	-25	0	0	50	-50	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 512404087, 'TraitId2': 0, 'ItemId': 603419839, 'ItemName': 'Beast Fossil', 'TraitName1': 'Sturdy'}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2062748672, 'ItemName': 'Fine Pelt', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 286114301, 'TraitId2': 0, 'ItemId': 1617692500, 'ItemName': 'Jellyfish Larvae', 'TraitName1': 'Ever-Changing'}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 728189870, 'ItemName': 'Mythical Hide', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 95505380, 'ItemName': 'Sage Fish', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 30, 'LevelMax': 80, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2122643954, 'ItemName': 'Dark Bone Pearl', 'Numbers1': [1, 2, 4], 'Numbers2': [1, 3, 4, 2, 1], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 764617634}	{'LevelMin': 30, 'LevelMax': 80, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 159631720, 'ItemName': 'Crimson Bone Pearl', 'Numbers1': [1, 2, 4], 'Numbers2': [1, 3, 4, 2, 1], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 764617634}	{'LevelMin': 30, 'LevelMax': 80, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1869965090, 'ItemName': 'Azure Bone Pearl', 'Numbers1': [1, 2, 4], 'Numbers2': [1, 3, 4, 2, 1], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 1519653684, 'GiftTraitTableId5': 764617634}			サベージアサシン	野性刺客	野性刺客	새비지 어쌔신	"{'flavor1': {'text_ENG': 'To think an assassin could have such a cute face ...', 'text_JPN': '「こんなにかわいい顔して暗殺者だなんて」', 'text_CHT': '「居然有長得這麼可愛的刺客。」', 'text_CHS': '“居然有长得这么可爱的刺客。”', 'text_KOR': '「이렇게나 귀엽게 생겼는데 암살자라니」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""Oh? I don't find it so shocking. After all, you and the others are extremely strong, and at the same time, quite adorable."", 'text_JPN': '「おや、私はあまり驚かないけどね。リアスたち\n\u3000もみんな可愛らしいのに腕が立つじゃないか」', 'text_CHT': '「哦？我倒是見怪不怪。\n\u3000莉雅絲妳們不也都很可愛，身手又矯捷嗎？」', 'text_CHS': '“哦？我倒是见怪不怪。\n\u3000要说又可爱又能干，莉雅丝你们不也一样吗？”', 'text_KOR': '「어라, 그렇게나 놀라워? 리아스네도\n 귀여운데 실력이 뛰어나잖아」'}, 'char2': 'Heiter'}"	676392651
		[6, 6, 6, 5]	25																														671966035
		[8, 7, 7, 9]	516																														184390473
Scarf Bunny	Weasel	[5, 6, 5, 5]	26	0	50	-25	0	-50	50	0	50	-50	-25	0	50	50	0	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 512404087, 'TraitId2': 0, 'ItemId': 603419839, 'ItemName': 'Beast Fossil', 'TraitName1': 'Sturdy'}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2062748672, 'ItemName': 'Fine Pelt', 'GradeMin': 1, 'GradeMax': 20}		{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 1413256169, 'TraitId2': 0, 'ItemId': 1956188286, 'ItemName': 'Demon Claws', 'TraitName1': 'Ominous Pressure'}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 728189870, 'ItemName': 'Mythical Hide', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 297808712, 'ItemName': 'Altus - Vibrant Amethyst'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1531694908, 'ItemName': 'Altus - Amethyst Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 141483302, 'ItemName': 'Altus - Amethyst Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1100424542, 'ItemName': 'Altus - Amethyst Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 725724465, 'ItemName': 'Altus - Amethyst Glow'}	スカーフバニー	围巾兔	圍巾兔	스카프 버니	"{'flavor1': {'text_ENG': 'Those scarves are so cute! Very fashionable.', 'text_JPN': '「スカーフなんて巻いてオシャレさんですね」', 'text_CHT': '「牠披著圍巾耶，好時尚。」', 'text_CHS': '“它还披着围巾呢，看起来好时尚。”', 'text_KOR': '「스카프 같은 걸 두르다니 멋쟁이네요」'}, 'char1': 'Shallistera', 'flavor2': {'text_ENG': 'You wear some pretty cute clothes too, Shallistera.', 'text_JPN': '「シャリステラもかわいい服着てるよね」', 'text_CHT': '「夏莉絲堤菈也打扮得很可愛呀。」', 'text_CHS': '“夏莉丝堤拉也打扮得很可爱呀。”', 'text_KOR': '「샤리스테라도 옷이 참 귀엽던데」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""Yeah, you don't see too many outfits like yours around. They're really stylish!"", 'text_JPN': '「確かに珍しい服だし、おしゃれだな！」', 'text_CHT': '「妳的服裝非常特別，確實很時尚！」', 'text_CHS': '“你的衣服非常特别，的确很时尚！”', 'text_KOR': '「확실히 보기 드문 옷이었지만, 예뻤지!」'}, 'char3': 'Slade', 'flavor4': {'text_ENG': 'Y-you really mean it? Hehe!', 'text_JPN': '「ほ、本当ですか？\u3000えへへ……」', 'text_CHT': '「真、真的嗎？嘿嘿……」', 'text_CHS': '“真、真的吗？嘿嘿……”', 'text_KOR': '「저, 정말인가요? 에헤헤…」'}, 'char4': 'Shallistera'}"	1170010280
